Hour,Day_Num,Month,Crime_Severity_Score,Is_Weekend,Arrest,Primary Type,Temporal_Cluster
0,2,8,7,0,0,ROBBERY,0
8,1,6,6,0,0,ASSAULT,1
3,3,7,6,0,0,BATTERY,0
10,1,2,3,0,1,THEFT,3
17,6,11,7,1,1,ROBBERY,1
17,3,11,6,0,0,BATTERY,1
16,5,4,3,1,0,THEFT,3
0,4,7,3,0,0,THEFT,0
12,1,8,3,0,0,THEFT,2
23,3,9,5,0,0,MOTOR VEHICLE THEFT,1
3,6,12,5,1,0,WEAPONS VIOLATION,0
2,6,4,3,1,0,CRIMINAL DAMAGE,0
20,5,3,6,1,1,BATTERY,1
18,0,9,6,0,1,BATTERY,1
7,2,10,3,0,0,THEFT,2
1,4,7,6,0,1,BATTERY,0
9,5,3,6,1,0,BATTERY,1
6,1,8,6,0,0,BATTERY,0
21,4,11,6,0,1,BATTERY,1
11,3,4,3,0,0,THEFT,3
6,6,10,2,1,0,OTHER OFFENSE,2
23,1,4,5,0,0,BURGLARY,1
15,3,2,3,0,0,DECEPTIVE PRACTICE,3
18,1,1,3,0,0,THEFT,3
15,6,1,3,1,0,DECEPTIVE PRACTICE,3
7,3,2,5,0,0,MOTOR VEHICLE THEFT,0
6,4,7,3,0,0,CRIMINAL DAMAGE,0
10,0,3,2,0,0,OTHER OFFENSE,3
10,2,9,5,0,1,BURGLARY,1
2,4,3,5,0,0,MOTOR VEHICLE THEFT,0
21,2,3,6,0,0,BATTERY,1
1,5,11,5,1,0,MOTOR VEHICLE THEFT,0
21,3,4,5,0,0,MOTOR VEHICLE THEFT,1
3,4,3,3,0,0,CRIMINAL DAMAGE,0
15,5,3,7,1,0,ROBBERY,1
21,6,1,3,1,0,THEFT,3
23,5,7,7,1,0,ROBBERY,1
15,0,10,3,0,0,THEFT,2
22,4,5,6,0,0,ASSAULT,1
21,5,12,5,1,1,WEAPONS VIOLATION,2
2,6,2,10,1,0,HOMICIDE,1
0,2,10,6,0,0,BATTERY,0
9,5,5,6,1,0,BATTERY,1
12,1,11,5,0,1,WEAPONS VIOLATION,2
15,5,1,5,1,0,WEAPONS VIOLATION,3
23,3,3,6,0,0,BATTERY,1
1,0,3,6,0,0,ASSAULT,0
14,6,3,2,1,0,OTHER OFFENSE,3
6,5,11,3,1,0,THEFT,2
19,1,4,3,0,0,THEFT,3
17,6,12,6,1,1,ASSAULT,1
16,1,1,3,0,1,THEFT,3
14,3,11,3,0,0,THEFT,2
0,4,1,3,0,0,THEFT,0
4,4,12,5,0,0,BURGLARY,0
17,0,3,3,0,0,CRIMINAL DAMAGE,3
2,5,8,6,1,0,BATTERY,0
20,6,9,5,1,0,MOTOR VEHICLE THEFT,1
1,5,12,3,1,0,THEFT,0
17,0,9,6,0,1,BATTERY,1
13,5,7,3,1,0,THEFT,2
20,2,5,7,0,0,ROBBERY,1
18,1,2,3,0,1,THEFT,3
2,6,9,3,1,0,CRIMINAL DAMAGE,0
11,0,8,5,0,0,MOTOR VEHICLE THEFT,1
6,3,5,3,0,0,THEFT,0
17,3,8,6,0,0,ASSAULT,1
10,5,9,6,1,0,ASSAULT,1
10,5,11,3,1,0,CRIMINAL DAMAGE,2
4,6,2,2,1,1,OTHER OFFENSE,3
13,6,7,6,1,0,BATTERY,1
19,0,5,6,0,0,ASSAULT,1
13,4,4,5,0,0,BURGLARY,1
3,4,10,6,0,0,STALKING,0
2,4,3,3,0,0,CRIMINAL DAMAGE,0
11,1,6,2,0,1,OTHER OFFENSE,3
15,3,4,3,0,0,CRIMINAL DAMAGE,3
3,6,10,5,1,0,MOTOR VEHICLE THEFT,0
4,4,4,8,0,0,CRIMINAL SEXUAL ASSAULT,0
7,5,11,3,1,1,THEFT,2
21,1,5,6,0,0,BATTERY,1
21,3,5,5,0,0,MOTOR VEHICLE THEFT,1
10,6,7,3,1,0,THEFT,2
17,6,1,6,1,0,ASSAULT,1
20,6,9,6,1,0,ASSAULT,1
19,0,10,5,0,0,MOTOR VEHICLE THEFT,1
12,5,5,5,1,0,BURGLARY,1
8,6,9,6,1,0,BATTERY,0
1,0,3,3,0,0,CRIMINAL DAMAGE,0
11,3,5,6,0,0,STALKING,1
23,3,6,3,0,0,THEFT,3
14,3,12,4,0,1,NARCOTICS,2
17,3,5,5,0,0,MOTOR VEHICLE THEFT,1
17,4,10,3,0,0,THEFT,2
9,2,9,3,0,0,THEFT,2
14,5,1,2,1,0,OTHER OFFENSE,3
21,3,1,6,0,0,ASSAULT,1
2,6,6,5,1,0,MOTOR VEHICLE THEFT,0
15,1,7,6,0,0,BATTERY,1
18,3,3,5,0,0,BURGLARY,1
10,5,12,3,1,0,THEFT,2
19,2,7,6,0,0,BATTERY,1
23,5,5,6,1,0,BATTERY,1
16,2,9,2,0,1,OTHER OFFENSE,2
17,5,11,3,1,0,DECEPTIVE PRACTICE,2
19,3,6,3,0,0,CRIMINAL DAMAGE,3
18,0,3,6,0,0,BATTERY,1
20,5,5,3,1,0,CRIMINAL DAMAGE,3
14,4,2,2,0,0,OTHER OFFENSE,3
12,5,4,2,1,0,OTHER OFFENSE,3
12,0,8,5,0,0,MOTOR VEHICLE THEFT,1
6,2,3,3,0,0,CRIMINAL TRESPASS,3
11,3,9,6,0,0,BATTERY,1
22,5,10,3,1,0,CRIMINAL DAMAGE,2
7,6,12,6,1,0,BATTERY,0
17,0,6,2,0,0,OTHER OFFENSE,3
2,5,5,6,1,1,BATTERY,0
22,6,10,6,1,0,ASSAULT,1
7,1,2,3,0,0,THEFT,3
14,6,5,6,1,0,BATTERY,1
17,2,4,6,0,0,BATTERY,1
20,0,1,5,0,0,BURGLARY,3
14,5,1,7,1,0,ROBBERY,1
15,2,4,2,0,0,OTHER OFFENSE,3
16,3,3,2,0,1,OTHER OFFENSE,3
14,4,5,3,0,0,THEFT,3
5,4,11,6,0,0,BATTERY,0
9,2,5,3,0,0,DECEPTIVE PRACTICE,3
3,6,10,6,1,0,ASSAULT,0
23,1,5,3,0,0,THEFT,3
18,0,2,3,0,0,THEFT,3
2,5,6,7,1,0,ROBBERY,0
6,2,9,6,0,1,BATTERY,0
13,3,12,3,0,0,THEFT,2
19,6,2,3,1,0,THEFT,3
15,4,3,6,0,0,BATTERY,1
18,1,10,2,0,1,OTHER OFFENSE,2
12,1,7,2,0,0,OTHER OFFENSE,2
19,3,6,6,0,1,ASSAULT,1
8,1,4,6,0,0,ASSAULT,1
20,0,9,6,0,1,BATTERY,1
11,2,4,6,0,0,ASSAULT,1
18,4,3,3,0,0,THEFT,3
7,3,1,3,0,0,DECEPTIVE PRACTICE,3
14,0,4,6,0,0,ASSAULT,1
0,1,10,5,0,0,MOTOR VEHICLE THEFT,0
18,1,10,6,0,0,BATTERY,1
19,2,7,3,0,1,THEFT,2
7,4,4,2,0,0,OTHER OFFENSE,3
16,1,8,6,0,0,BATTERY,1
0,5,7,5,1,0,WEAPONS VIOLATION,0
22,5,5,3,1,0,CRIMINAL DAMAGE,3
15,2,1,3,0,0,THEFT,3
14,5,5,3,1,0,CRIMINAL DAMAGE,3
14,2,8,6,0,0,BATTERY,1
1,4,10,6,0,0,BATTERY,0
20,4,12,2,0,0,OTHER OFFENSE,2
23,6,7,5,1,1,WEAPONS VIOLATION,1
0,0,4,3,0,0,DECEPTIVE PRACTICE,0
3,2,7,6,0,0,ASSAULT,0
0,3,12,3,0,1,CRIMINAL TRESPASS,0
15,6,12,6,1,0,BATTERY,1
11,3,10,3,0,0,THEFT,2
13,3,12,3,0,0,THEFT,2
20,1,9,3,0,0,DECEPTIVE PRACTICE,2
12,4,5,3,0,0,THEFT,3
20,2,4,3,0,0,THEFT,3
19,0,7,2,0,0,OTHER OFFENSE,2
14,4,4,2,0,0,OTHER OFFENSE,3
18,0,7,6,0,0,ASSAULT,1
3,5,11,3,1,0,THEFT,0
17,4,11,7,0,0,ARSON,1
15,0,8,3,0,0,THEFT,2
15,0,2,6,0,1,ASSAULT,1
6,0,11,3,0,0,CRIMINAL DAMAGE,2
18,0,8,5,0,0,MOTOR VEHICLE THEFT,1
7,1,11,3,0,0,CRIMINAL DAMAGE,2
11,6,4,6,1,0,BATTERY,1
2,3,5,3,0,0,CRIMINAL DAMAGE,0
8,5,8,3,1,0,DECEPTIVE PRACTICE,0
23,1,10,3,0,0,THEFT,2
10,3,9,3,0,0,THEFT,2
18,1,1,5,0,1,WEAPONS VIOLATION,3
20,5,8,3,1,0,CRIMINAL DAMAGE,2
1,6,2,6,1,1,ASSAULT,0
1,6,9,6,1,0,ASSAULT,0
23,5,3,3,1,0,THEFT,3
19,3,6,3,0,1,CRIMINAL TRESPASS,3
12,0,11,3,0,0,THEFT,2
0,0,9,3,0,0,THEFT,0
13,3,11,5,0,0,MOTOR VEHICLE THEFT,2
11,3,1,6,0,0,BATTERY,1
10,0,9,3,0,0,THEFT,2
2,3,5,6,0,1,BATTERY,0
14,5,6,3,1,0,DECEPTIVE PRACTICE,3
21,5,11,6,1,0,BATTERY,1
12,1,5,5,0,1,WEAPONS VIOLATION,1
3,6,3,6,1,1,BATTERY,0
17,2,6,3,0,0,THEFT,3
11,2,8,3,0,1,CRIMINAL TRESPASS,2
14,4,9,3,0,0,THEFT,2
0,4,10,6,0,1,BATTERY,0
15,1,2,4,0,1,NARCOTICS,3
9,4,11,3,0,0,THEFT,2
17,3,6,3,0,0,THEFT,3
0,3,4,4,0,1,NARCOTICS,0
0,1,7,3,0,0,THEFT,0
17,4,4,3,0,0,THEFT,3
17,3,4,3,0,0,THEFT,3
14,3,5,6,0,0,BATTERY,1
6,4,10,6,0,0,BATTERY,0
16,5,7,3,1,0,CRIMINAL DAMAGE,2
11,2,6,7,0,1,ROBBERY,1
22,6,7,3,1,1,CRIMINAL DAMAGE,2
3,6,8,5,1,0,WEAPONS VIOLATION,0
17,0,3,3,0,0,THEFT,3
7,6,2,3,1,0,THEFT,3
9,5,7,3,1,0,THEFT,0
0,2,1,3,0,0,CRIMINAL DAMAGE,0
8,1,6,3,0,0,CRIMINAL DAMAGE,3
9,3,10,2,0,0,OTHER OFFENSE,2
14,0,4,3,0,0,CRIMINAL DAMAGE,3
1,5,5,8,1,0,CRIMINAL SEXUAL ASSAULT,0
12,3,8,4,0,1,NARCOTICS,2
18,4,10,5,0,0,BURGLARY,1
23,4,2,6,0,0,BATTERY,1
13,3,12,3,0,0,DECEPTIVE PRACTICE,2
23,6,10,6,1,0,BATTERY,1
20,0,12,5,0,0,MOTOR VEHICLE THEFT,2
18,2,1,3,0,0,CRIMINAL DAMAGE,3
10,0,9,3,0,0,THEFT,2
4,6,8,5,1,0,MOTOR VEHICLE THEFT,0
0,1,7,2,0,0,OTHER OFFENSE,0
17,0,6,3,0,0,CRIMINAL DAMAGE,3
23,6,9,5,1,0,MOTOR VEHICLE THEFT,1
9,0,1,3,0,0,DECEPTIVE PRACTICE,3
23,5,5,3,1,0,CRIMINAL DAMAGE,3
15,6,5,3,1,0,THEFT,3
5,5,3,5,1,0,BURGLARY,0
22,3,3,5,0,0,MOTOR VEHICLE THEFT,1
6,5,5,5,1,1,BURGLARY,0
11,6,6,5,1,0,MOTOR VEHICLE THEFT,0
10,1,2,3,0,0,THEFT,3
16,2,3,6,0,0,BATTERY,1
3,1,7,5,0,0,MOTOR VEHICLE THEFT,0
15,5,7,6,1,0,BATTERY,1
16,1,8,3,0,0,THEFT,2
17,3,6,2,0,0,OTHER OFFENSE,3
8,4,6,3,0,0,DECEPTIVE PRACTICE,0
18,1,8,3,0,0,CRIMINAL DAMAGE,2
19,4,9,6,0,1,BATTERY,1
22,6,6,3,1,0,CRIMINAL DAMAGE,3
20,4,5,3,0,0,THEFT,3
19,4,7,3,0,0,THEFT,2
12,2,12,6,0,0,BATTERY,1
8,0,7,3,0,0,THEFT,2
14,5,1,5,1,0,MOTOR VEHICLE THEFT,3
1,5,4,5,1,0,BURGLARY,0
6,3,4,3,0,0,DECEPTIVE PRACTICE,3
4,1,7,5,0,0,BURGLARY,0
8,5,7,2,1,0,OTHER OFFENSE,2
18,3,5,6,0,0,BATTERY,1
19,2,5,7,0,0,ROBBERY,1
18,0,3,5,0,0,MOTOR VEHICLE THEFT,1
1,2,12,3,0,0,THEFT,0
1,1,4,3,0,0,CRIMINAL DAMAGE,0
21,3,3,3,0,0,THEFT,3
7,1,12,5,0,0,MOTOR VEHICLE THEFT,2
15,4,6,6,0,0,BATTERY,1
17,4,1,6,0,0,BATTERY,1
0,4,2,3,0,0,THEFT,0
8,3,5,6,0,0,BATTERY,1
23,4,4,3,0,0,CRIMINAL DAMAGE,3
22,2,11,4,0,1,NARCOTICS,2
23,0,10,3,0,0,THEFT,2
2,6,11,7,1,0,ROBBERY,0
0,5,11,5,1,0,MOTOR VEHICLE THEFT,0
10,5,6,7,1,0,ROBBERY,1
5,2,12,3,0,0,THEFT,2
15,3,3,3,0,1,THEFT,3
19,6,3,3,1,0,THEFT,3
13,6,7,3,1,0,CRIMINAL DAMAGE,2
12,5,7,6,1,0,ASSAULT,1
3,6,9,3,1,1,CRIMINAL DAMAGE,0
16,0,12,3,0,1,CRIMINAL DAMAGE,2
2,5,8,6,1,0,BATTERY,0
19,5,5,3,1,0,THEFT,3
1,1,12,3,0,0,CRIMINAL DAMAGE,0
0,0,3,5,0,0,BURGLARY,0
17,1,6,3,0,0,CRIMINAL DAMAGE,3
4,0,3,5,0,0,MOTOR VEHICLE THEFT,0
21,3,12,7,0,0,ROBBERY,1
19,1,5,6,0,0,BATTERY,1
17,3,5,3,0,0,THEFT,3
14,4,7,6,0,0,BATTERY,1
23,5,12,6,1,0,BATTERY,1
20,3,4,5,0,1,WEAPONS VIOLATION,1
9,2,2,6,0,0,ASSAULT,1
10,2,9,3,0,0,CRIMINAL DAMAGE,2
18,0,8,2,0,0,OTHER OFFENSE,2
15,6,8,7,1,0,ROBBERY,1
18,6,5,5,1,0,MOTOR VEHICLE THEFT,1
21,6,6,3,1,0,THEFT,3
21,4,3,5,0,0,BURGLARY,1
6,3,11,3,0,0,DECEPTIVE PRACTICE,2
15,5,5,6,1,0,ASSAULT,1
13,2,12,5,0,1,WEAPONS VIOLATION,2
16,5,1,3,1,0,CRIMINAL DAMAGE,3
20,4,6,3,0,0,THEFT,3
3,6,8,6,1,1,ASSAULT,0
7,4,6,2,0,0,OTHER OFFENSE,3
0,6,6,6,1,0,BATTERY,0
11,6,3,5,1,0,MOTOR VEHICLE THEFT,1
11,5,12,6,1,0,BATTERY,1
14,2,10,3,0,0,DECEPTIVE PRACTICE,2
13,2,10,3,0,0,THEFT,2
13,5,10,4,1,1,NARCOTICS,2
22,4,12,6,0,1,BATTERY,1
20,1,1,3,0,0,THEFT,3
9,4,2,5,0,1,WEAPONS VIOLATION,3
1,4,3,3,0,0,CRIMINAL DAMAGE,0
9,3,3,3,0,0,CRIMINAL DAMAGE,3
19,6,9,3,1,0,THEFT,2
11,0,3,4,0,1,NARCOTICS,3
16,6,3,3,1,0,DECEPTIVE PRACTICE,3
13,1,3,3,0,0,CRIMINAL DAMAGE,3
19,5,7,6,1,0,BATTERY,1
23,5,3,3,1,0,THEFT,3
8,5,8,3,1,0,DECEPTIVE PRACTICE,0
10,3,1,6,0,0,ASSAULT,1
18,5,10,4,1,1,NARCOTICS,2
15,4,8,3,0,0,THEFT,2
12,4,11,3,0,0,THEFT,2
12,0,3,3,0,0,THEFT,3
21,3,4,3,0,0,THEFT,3
2,4,6,5,0,0,MOTOR VEHICLE THEFT,0
13,0,12,5,0,0,BURGLARY,2
1,4,3,5,0,0,BURGLARY,0
13,2,3,3,0,0,DECEPTIVE PRACTICE,3
12,2,12,3,0,0,THEFT,2
22,2,3,3,0,0,THEFT,3
20,6,10,6,1,0,BATTERY,1
16,3,4,6,0,0,BATTERY,1
16,0,6,6,0,0,STALKING,1
12,1,8,3,0,0,DECEPTIVE PRACTICE,2
18,4,1,4,0,1,NARCOTICS,3
21,1,7,3,0,0,THEFT,2
1,6,3,3,1,0,THEFT,0
21,0,4,5,0,0,BURGLARY,1
3,3,10,5,0,0,BURGLARY,0
10,4,7,5,0,0,OFFENSE INVOLVING CHILDREN,0
8,0,5,5,0,0,MOTOR VEHICLE THEFT,0
10,4,4,2,0,1,OTHER OFFENSE,3
20,0,7,4,0,1,NARCOTICS,2
11,3,12,6,0,0,BATTERY,1
22,4,2,6,0,0,BATTERY,1
21,5,3,5,1,0,WEAPONS VIOLATION,1
1,6,7,3,1,0,CRIMINAL DAMAGE,0
9,1,10,6,0,1,ASSAULT,1
17,4,12,5,0,0,MOTOR VEHICLE THEFT,2
6,5,7,6,1,0,ASSAULT,0
7,0,8,6,0,0,ASSAULT,1
20,5,12,5,1,0,MOTOR VEHICLE THEFT,2
16,4,9,3,0,0,THEFT,2
7,0,2,6,0,1,BATTERY,1
21,1,8,3,0,0,THEFT,2
0,1,11,6,0,0,BATTERY,0
14,2,10,6,0,0,ASSAULT,1
20,0,1,3,0,0,CRIMINAL DAMAGE,3
12,4,7,3,0,0,THEFT,2
19,1,1,3,0,0,THEFT,3
0,4,9,3,0,0,CRIMINAL DAMAGE,0
1,2,5,3,0,1,CRIMINAL DAMAGE,0
14,2,9,5,0,0,MOTOR VEHICLE THEFT,1
23,0,8,6,0,0,BATTERY,1
21,6,6,5,1,0,MOTOR VEHICLE THEFT,1
21,6,4,2,1,0,OTHER OFFENSE,3
11,2,8,3,0,1,DECEPTIVE PRACTICE,2
0,0,6,3,0,0,CRIMINAL DAMAGE,0
16,1,9,3,0,0,DECEPTIVE PRACTICE,2
23,3,1,3,0,0,CRIMINAL DAMAGE,3
21,4,8,5,0,0,BURGLARY,1
23,2,7,3,0,0,THEFT,2
12,1,7,5,0,0,MOTOR VEHICLE THEFT,1
20,0,3,3,0,0,CRIMINAL DAMAGE,3
11,0,6,3,0,0,DECEPTIVE PRACTICE,3
19,5,8,6,1,0,BATTERY,1
18,3,4,2,0,1,OTHER OFFENSE,3
10,3,12,6,0,0,BATTERY,1
17,5,11,5,1,0,MOTOR VEHICLE THEFT,2
14,6,12,5,1,1,BURGLARY,2
2,2,6,6,0,0,BATTERY,0
8,4,5,2,0,0,OTHER OFFENSE,3
16,1,12,3,0,1,THEFT,2
18,0,8,5,0,0,OFFENSE INVOLVING CHILDREN,1
9,2,4,5,0,0,BURGLARY,0
18,4,7,4,0,1,NARCOTICS,2
13,0,10,7,0,0,ROBBERY,1
18,1,9,3,0,1,THEFT,2
9,5,5,7,1,0,ROBBERY,1
18,6,4,3,1,1,THEFT,3
20,2,3,2,0,0,OTHER OFFENSE,3
20,4,3,6,0,0,BATTERY,1
19,5,1,6,1,0,ASSAULT,1
5,0,12,3,0,0,THEFT,2
11,0,3,3,0,0,THEFT,3
14,6,12,7,1,0,ROBBERY,1
15,1,11,3,0,0,CRIMINAL TRESPASS,2
12,6,8,3,1,0,THEFT,2
10,2,9,3,0,0,CRIMINAL TRESPASS,2
17,5,8,5,1,0,MOTOR VEHICLE THEFT,1
16,2,6,3,0,0,CRIMINAL DAMAGE,3
21,6,6,3,1,0,THEFT,3
20,0,10,3,0,1,THEFT,2
11,6,4,2,1,0,OTHER OFFENSE,3
22,4,6,3,0,0,CRIMINAL DAMAGE,3
17,0,3,6,0,0,ASSAULT,1
19,1,11,8,0,0,CRIMINAL SEXUAL ASSAULT,1
8,5,12,6,1,0,BATTERY,0
2,6,11,3,1,0,CRIMINAL DAMAGE,0
21,5,4,6,1,0,BATTERY,1
19,2,8,6,0,0,ASSAULT,1
1,4,8,6,0,0,BATTERY,0
21,0,6,7,0,0,ROBBERY,1
11,3,8,3,0,0,THEFT,2
16,0,10,2,0,0,OTHER OFFENSE,2
17,4,8,6,0,0,ASSAULT,1
17,2,8,3,0,0,CRIMINAL TRESPASS,2
21,2,1,5,0,0,WEAPONS VIOLATION,3
13,5,3,6,1,0,BATTERY,1
17,6,10,6,1,1,BATTERY,1
0,5,2,3,1,0,THEFT,0
11,6,9,3,1,0,DECEPTIVE PRACTICE,2
21,0,2,2,0,1,OTHER OFFENSE,3
1,2,7,5,0,0,MOTOR VEHICLE THEFT,0
12,0,11,6,0,0,BATTERY,1
13,1,8,6,0,0,BATTERY,1
6,2,6,3,0,0,CRIMINAL DAMAGE,0
4,4,3,3,0,0,THEFT,0
20,3,12,3,0,0,THEFT,2
16,5,8,6,1,0,BATTERY,1
4,2,6,3,0,0,CRIMINAL TRESPASS,0
2,2,2,6,0,1,BATTERY,0
1,6,12,5,1,1,WEAPONS VIOLATION,0
23,0,11,5,0,0,MOTOR VEHICLE THEFT,2
9,3,10,3,0,0,THEFT,2
20,4,4,7,0,0,ROBBERY,1
11,6,12,3,1,0,DECEPTIVE PRACTICE,2
21,5,5,3,1,0,CRIMINAL DAMAGE,3
20,4,12,3,0,0,THEFT,2
20,0,3,6,0,0,ASSAULT,1
7,0,10,6,0,0,BATTERY,0
22,2,9,3,0,0,DECEPTIVE PRACTICE,2
13,2,11,7,0,1,ROBBERY,1
2,0,12,6,0,0,BATTERY,0
16,4,3,5,0,1,WEAPONS VIOLATION,1
18,3,1,3,0,0,CRIMINAL DAMAGE,3
14,0,10,6,0,0,BATTERY,1
19,2,10,3,0,1,THEFT,2
0,4,11,7,0,0,ROBBERY,0
18,4,6,6,0,0,BATTERY,1
17,2,1,3,0,0,THEFT,3
12,3,5,5,0,0,MOTOR VEHICLE THEFT,1
20,0,10,3,0,0,CRIMINAL DAMAGE,2
22,0,6,6,0,0,ASSAULT,1
15,1,11,6,0,0,ASSAULT,1
9,3,1,3,0,1,THEFT,3
5,6,7,7,1,0,ROBBERY,0
14,3,1,3,0,1,THEFT,3
21,1,12,6,0,1,ASSAULT,1
8,0,9,6,0,0,BATTERY,1
0,0,11,5,0,0,MOTOR VEHICLE THEFT,0
11,5,10,6,1,1,BATTERY,1
15,1,12,6,0,0,BATTERY,1
16,5,7,3,1,0,DECEPTIVE PRACTICE,2
13,6,6,6,1,0,BATTERY,1
8,1,7,6,0,0,BATTERY,1
12,6,3,6,1,1,BATTERY,1
21,4,12,5,0,0,MOTOR VEHICLE THEFT,2
11,2,7,3,0,0,THEFT,2
3,5,3,6,1,0,BATTERY,0
15,0,8,3,0,0,THEFT,2
13,5,10,3,1,0,THEFT,2
6,4,3,5,0,0,MOTOR VEHICLE THEFT,0
9,0,11,3,0,0,CRIMINAL DAMAGE,2
2,5,3,3,1,0,CRIMINAL DAMAGE,0
12,5,12,3,1,0,DECEPTIVE PRACTICE,2
22,3,4,5,0,0,BURGLARY,1
14,0,10,3,0,0,THEFT,2
15,5,11,5,1,0,BURGLARY,2
22,0,8,2,0,0,OTHER OFFENSE,2
19,2,9,6,0,1,BATTERY,1
7,1,2,5,0,0,MOTOR VEHICLE THEFT,3
7,3,1,6,0,0,BATTERY,0
17,5,9,3,1,0,THEFT,2
9,1,10,5,0,0,OFFENSE INVOLVING CHILDREN,2
18,5,9,6,1,0,BATTERY,1
7,2,3,5,0,0,MOTOR VEHICLE THEFT,0
0,2,6,5,0,0,MOTOR VEHICLE THEFT,0
8,2,11,3,0,0,THEFT,2
17,0,4,6,0,0,BATTERY,1
10,0,11,3,0,1,THEFT,2
3,5,3,4,1,1,NARCOTICS,0
20,3,4,5,0,0,BURGLARY,1
13,0,8,6,0,0,BATTERY,1
10,5,3,5,1,0,BURGLARY,0
5,4,4,3,0,0,THEFT,0
18,3,2,3,0,0,CRIMINAL DAMAGE,3
11,3,12,6,0,0,BATTERY,1
4,4,6,3,0,0,CRIMINAL DAMAGE,0
23,6,11,5,1,0,MOTOR VEHICLE THEFT,1
1,1,7,2,0,0,OTHER OFFENSE,0
12,4,7,3,0,0,THEFT,2
21,5,12,3,1,0,DECEPTIVE PRACTICE,2
13,4,2,2,0,0,OTHER OFFENSE,3
20,0,6,4,0,1,NARCOTICS,3
21,2,6,3,0,0,CRIMINAL DAMAGE,3
16,5,10,3,1,0,CRIMINAL DAMAGE,2
10,6,2,6,1,0,BATTERY,1
9,3,9,3,0,0,DECEPTIVE PRACTICE,2
1,4,10,3,0,0,CRIMINAL DAMAGE,0
0,4,11,5,0,0,MOTOR VEHICLE THEFT,0
12,5,1,5,1,0,BURGLARY,3
15,1,4,6,0,0,ASSAULT,1
21,2,12,3,0,0,THEFT,2
4,5,8,3,1,1,CRIMINAL TRESPASS,0
14,4,2,3,0,0,THEFT,3
23,0,9,2,0,0,OTHER OFFENSE,2
19,5,10,6,1,0,BATTERY,1
19,2,4,6,0,0,ASSAULT,1
9,5,9,3,1,0,THEFT,2
21,2,10,3,0,0,THEFT,2
15,3,6,6,0,0,BATTERY,1
17,6,9,3,1,0,THEFT,2
18,4,11,6,0,0,BATTERY,1
20,4,11,5,0,0,MOTOR VEHICLE THEFT,2
0,5,9,7,1,0,SEX OFFENSE,0
10,2,8,6,0,1,ASSAULT,1
23,2,8,3,0,0,THEFT,2
16,1,3,3,0,0,THEFT,3
18,0,6,3,0,0,CRIMINAL TRESPASS,3
16,5,7,5,1,0,MOTOR VEHICLE THEFT,1
7,0,9,5,0,0,MOTOR VEHICLE THEFT,0
16,6,11,3,1,0,THEFT,2
14,4,8,6,0,0,BATTERY,1
7,5,12,3,1,1,THEFT,2
12,0,11,2,0,1,OTHER OFFENSE,2
1,5,11,5,1,0,MOTOR VEHICLE THEFT,0
23,5,1,5,1,1,WEAPONS VIOLATION,3
19,5,2,3,1,0,DECEPTIVE PRACTICE,3
11,2,11,4,0,1,NARCOTICS,2
23,0,11,4,0,1,NARCOTICS,2
18,0,10,3,0,1,THEFT,2
17,5,10,3,1,0,THEFT,2
13,0,11,3,0,1,DECEPTIVE PRACTICE,2
14,4,1,6,0,0,BATTERY,1
18,6,11,5,1,0,MOTOR VEHICLE THEFT,1
0,2,10,3,0,0,THEFT,0
23,5,8,6,1,0,BATTERY,1
0,6,7,6,1,0,BATTERY,0
1,6,2,6,1,0,BATTERY,0
13,2,3,3,0,1,THEFT,3
2,6,3,3,1,0,CRIMINAL DAMAGE,0
10,4,4,3,0,0,DECEPTIVE PRACTICE,3
0,4,9,3,0,0,CRIMINAL DAMAGE,0
20,1,10,3,0,0,THEFT,2
22,5,12,5,1,0,MOTOR VEHICLE THEFT,2
0,1,10,3,0,0,CRIMINAL DAMAGE,0
22,6,9,3,1,0,CRIMINAL DAMAGE,2
5,3,10,3,0,0,CRIMINAL TRESPASS,2
18,3,1,6,0,0,ASSAULT,1
6,4,3,2,0,1,OTHER OFFENSE,3
17,4,8,5,0,1,WEAPONS VIOLATION,1
13,3,9,2,0,0,OTHER OFFENSE,2
10,5,3,3,1,0,CRIMINAL TRESPASS,3
23,3,8,6,0,0,BATTERY,1
15,0,10,3,0,0,THEFT,2
9,4,7,6,0,0,BATTERY,1
9,0,3,6,0,0,BATTERY,1
16,4,2,6,0,0,BATTERY,1
20,2,7,2,0,0,OTHER OFFENSE,2
12,2,5,3,0,0,CRIMINAL DAMAGE,3
0,5,4,6,1,1,BATTERY,0
9,4,2,4,0,1,NARCOTICS,3
9,0,2,6,0,0,BATTERY,1
23,4,6,6,0,0,BATTERY,1
0,1,8,2,0,0,OTHER OFFENSE,0
8,3,9,3,0,0,THEFT,2
14,5,7,6,1,0,BATTERY,1
17,2,1,6,0,0,ASSAULT,1
5,6,3,3,1,0,CRIMINAL DAMAGE,0
15,3,7,3,0,0,DECEPTIVE PRACTICE,2
20,3,8,6,0,0,BATTERY,1
19,5,2,2,1,1,INTERFERENCE WITH PUBLIC OFFICER,3
14,3,10,3,0,0,THEFT,2
9,3,11,6,0,0,BATTERY,1
2,4,1,5,0,1,WEAPONS VIOLATION,0
13,5,8,3,1,0,THEFT,2
9,6,12,6,1,1,ASSAULT,0
10,4,2,3,0,1,THEFT,3
12,4,8,3,0,0,CRIMINAL DAMAGE,2
